ARHI 63406	This seminar concentrates on art made within the last forty years and looks at the everyday as it relates theoretically, materially, and historically to such practices.  By examining artwork that takes the everyday as its source, subject, or material point of departure, we will consider how that realm is useful for its position as a place outside of the sphere of professional artistic practices. Looking at the use of amateur and domestic materials and objects in art, as well as works that mimic daily routines (eating, housekeeping, childrearing, playing, etc.) will play a large role in our investigations. Additionally, we will examine theories of the everyday and those problems that accompany attempts to concretize abstract ideas such as routines and habits.  In so doing, we will aim to question those biases that conventionally accompany everyday experience that often deem it to be altogether mundane and apolitical, and look at how artists counter such notions by mining its common experiences for its politicized potential. Some of the artists we will look at include Louise Bourgeois, Robert Gober, Anna Maria Maolino, Amalia Mesa-Baines, Ree Morton, Martha Rosler, Do Ho Suh, and Rikrit Tiravanija. 
ARHI 67371	Independent study in Renaissance/Baroque art history under the direction of an individual faculty member.
ARHI 67472	Independent study in modern art history under the direction of an individual faculty member.
ARHI 67671	Independent study in Latin American art history under the direction of an individual faculty member.
ARHI 87271	Independent study in Medieval art history under the direction of an individual faculty member.
ARST 10100	MATERIALS FEE.  The fundamentals of two-dimensional design consist of the strategies and tools an artist or designer uses to organize visual images, colors, and content into a unified and dynamic composition. Students will identify design strategies and visual vocabularies, research the history of their usage and recognize their contemporary applications. Through project-based work using traditional and digital mediums and techniques, students will explore contemporary approaches to idea conception, critical thinking, and problem solving. 2D Foundations is for students entering the art and design programs to provide the foundation of personal creative practices for visual communication, conceptualization, process and technique that will continue to evolve and refine in upper level studio and design courses.
ARST 10201	MATERIALS FEE.  This course deals with form depiction in its many aspects and modes and is intended for beginning students as well as advanced students who need additional experience in drawing.
ARST 10601	MATERIALS FEE.  The fundamentals of three-dimensional design consist of the strategies and tools an artist or designer uses to generate ideas for and execution of form in space. Through research, conceptualization and production students discover the power of making sculptural objects- how they function or change function, how they make a viewer move through and engage a space, how they transform ordinary objects into the extraordinary, and transform perception and environment. Students will create projects using a variety of traditional and contemporary sculptural mediums, techniques, and tools and be exposed to industrial applications and visual vocabularies. 3D Foundations is for students entering the art and design program to provide the foundation of personal creative practices for visual communication, conceptualization, process and technique that will continue to evolve and refine in upper level studio and design courses.
ARST 20101	MATERIALS FEE.  This course examines basic techniques of wheel-thrown and hand-built clay structures for sculpture and pottery.
ARST 20103	This class is ideal for individuals with prior experience working with clay. This course will help students to push their work to a more advanced level in the creation of sculptural pieces referencing animals and/or creatures. Those pieces could become realistic and figurative or whimsical and abstract. The class will provide a more in-depth exploration of how to understand the anatomy, proportion, texture and details on the figures, using clay and embellishment with various materials, to translate ideas into three-dimensional form. Students will be encouraged to draw and/or build three dimensional sketches/maquettes on a regular basis to assist in the conceptualization their final works.
ARST 20301	MATERIALS FEE.  This course is an introduction to oil painting techniques and to stretcher and canvas preparation. The emphasis is on finding a personal direction.
ARST 20401	BA Core Option/BFA Core. MATERIALS FEE. This course is an introduction to the theory and practice of still photography. It is designed for all students interested in developing their photographic skills and also serves as the entry-level sequence for the photo major in studio art. The course is based on the use of digital cameras. Adobe Lightroom software and professional quality inkjet printing. Creative assignments introduce students to various thematic approaches including documentary work and portraits. Presentations cover both historical and contemporary approaches to the medium. A digital SLR camera with manual controls is highly recommended; or students may check out departmental cameras to complete assignments. A portable hard drive compatible with the Apple OS platform is required for storing personal files.
ARST 20501	MATERIALS FEE.  This course is an introduction to stencil processes and printing. Hand-drawn and photographic stencil-making techniques are explored. Mono-printing and discovery of unique aspects of serigraphy are encouraged. Emphasis is on exploration of color and development of student's ideas and methodologies.
ARST 20601	Creative work in wood, metal, plaster, and mixed media. This course is an introductory exploration of how to think creatively through the use of space and material. Students will be introduced to basic techniques in traditional materials such as wood, metal, and plaster. In addition, students will be introduced to use non-traditional materials such as the body and found objects. We will explore materials, methods, concepts, and history. Emphasizes correlation between concepts and materials. Students will chart their own path of discovery largely shaped by material/conceptual research that takes place in the studio as well as outside research of artists, non-art related topics, and techniques. With guidance, students will learn to investigate, formulate and present their own interests with the knowledge of how their work relates to the artistic field at large.
ARST 20602	Open to all students. MATERIALS FEE.  This course uses wood as a primary medium. Emphasis is placed on individual concept and design. Students learn the use of hand and power tools as well as techniques of joining, laminating, fabricating, and carving.
ARST 20603	Open to all students.  MATERIALS FEE. The course focuses on work in cast aluminum and cast bronze sculptures. Students learn basic welding techniques using oxygen and acetylene, arc and heliarc welding. Mold making, work in wax, and metal finishing techniques are also explored.
ARST 20604	Open to all students.  MATERIALS FEE.  Metal is the medium of choice in this course designed to explore three-dimensional design with a variety of projects grounded in historical precedents. Students become familiar with as many metalworking techniques as time and safety allow, such as gas and arc welding, basic forge work, and several methods of piercing, cutting and alternative joinery.
ARST 30103	This course provides an atmosphere for detailed conversation and exploration of students' individual work within the contemporary context of sculpture. Quite often artists work for several years with different series, while not having a clear compartmentalization of the works in their mind, or what is the work about. This course will help students to push their conceptual work to a more advanced level with the creation of a proposal for an exhibition, the development of a website, referencing their own interest and studio practice, while in consultation with the instructor. The class will provide an in-depth exploration of how to categorize and describe their various bodies of work into different series according to subject matter, formal aspect, and materials. Sculpture seminars may include topics such as discussions of contemporary issues, exhibitions, professional practice, or methods and directions. The class meets regularly for lectures, visiting artists, and/or field trips.
ARST 30110	This course will explore the narrative potential of photographic media as well as the role of sequencing in the creative process. Projects will use both still photography and video as vehicles for storytelling and conceptual expression. Students will gain competency in image and video editing software and techniques while taking inspiration from cinema, video art, and photography. A combination of production, critique, and readings will advance student understandings of narrative structure and experimental approaches to time-based media.
ARST 30421	This course will approach the digital medium of video art to consider spatial possibilities of installation. We will explore how to create an experiential presence for video art, both virtually and physically. Looking at contemporary examples of video artwork that have global significance, we will develop the language to critically analyze their effect. There are largely two components—understanding video art and its social impact, and the technical skills of projection mapping, After Effects, 360 camera, working with the realities of gallery installation. The course will end with a collective project installation. Over the semester we will acquire awareness as makers who have a close relationship to our surrounding society.
ARST 40203	MATERIALS FEE. The emphasis is on drawing in all its aspects: materials, methods, techniques, composition, design, and personal expression. The human figure is the subject matter. While anatomy is studied, the course is not an anatomy class. Male and female models, clothed and nude, are used.
ARST 40307	MATERIALS FEE.  Painting is one of the most direct means of visual expression that contemporary artists employ to articulate their concerns. This course extends and develops the skills and concepts initiated in Painting 1. Students are engaged in projects that allow them to hone their technical skills while they define and develop their individual concerns as well as the formal means through which to communicate them.
ARST 40610	This course is open to undergraduate students who minor or major in studio art or design and have taken one art or design course. It is also open to all other majors and graduate students who have taken one art or design course.   We will learn the history of contemporary installation, environment and site-specific practice. Students will explore the intersectionality between art and their majors to create and design installations with the medium of their choice such as game, projection, photo, sound, lighting, video, sculpture, design and painting.
ARST 47271	Independent study in painting/drawing under the direction of an individual faculty member.
ARST 47272	Independent study in painting/drawing under the direction of an individual faculty member.
ARST 47273	Independent study in painting/drawing under the direction of an individual faculty member.
ARST 47371	Independent study in foundations under the direction of an individual faculty member.
ARST 47472	Independent study in photography under the direction of an individual faculty member.
ARST 47571	Independent study in printmaking: research or creative projects. 
ARST 47671	Independent study in sculpture: research or creative projects. 
ARST 47871	This course provides the framework in which seniors in the department prepare a substantial creative project, as the culmination of their three years in the BA program. Faculty members working with individuals or small groups of students help them define their topics and guide them, usually on a one-to-one basis, in the preparation and execution of their projects. Students will be expected to participate in the Annual Student Exhibition spring semester and draft a short essay about their creative research. Fall, Spring.
ARST 48104	The BFA thesis is defined by an independent thesis project, continuing for two semesters during the senior year. The BFA thesis is a personal visual statement that is the culmination of a student's collective development within the department and can be the extension of an ongoing body of work or a defining project. A written statement defining the project, which is due at the end of the first senior semester, supports the thesis project. The thesis project culminates in the second senior semester with a BFA thesis exhibition. The student signs up with a faculty member working in ceramics, who serves as an advisor for the thesis project.
ARST 48204	The BFA Thesis is defined by an independent thesis project, continuing for two semesters during the senior year. The BFA Thesis is a personal visual statement that is the culmination of a student's collective development within the department. The BFA Thesis can be the extension of an ongoing body of work or a defining project. A written statement defining the project, which is due at the end of the first senior semester, supports the thesis project.  The thesis project culminates in the second senior semester with a BFA Thesis Exhibition. The BFA Thesis student signs up with a faculty member working in the student's area of interest, who serves as an advisor for the thesis project.
ARST 48404	The BFA Thesis is defined by an independent thesis project, continuing for two semesters during the senior year. The BFA Thesis is a personal visual statement that is the culmination of a student's collective development within the department. The BFA Thesis can be the extension of an ongoing body of work or a defining project. A written statement defining the project, which is due at the end of the first senior semester, supports the thesis project. The thesis project culminates in the second senior semester with a BFA Thesis Exhibition. The BFA Thesis student signs up with a faculty member working in the student's area of interest, who serves as an advisor for the thesis project.
ARST 48504	The BFA Thesis is defined by an independent thesis project, continuing for two semesters during the senior year. The thesis is a personal visual statement that is the culmination of a student's collective development within the department and can be the extension of an ongoing body of work or a defining project. A written statement defining the project, which is due at the end of the first senior semester, supports the thesis project. The thesis project culminates in the second senior semester with a thesis exhibition. The student signs up with a faculty member working in printmaking, who serves as an advisor for the thesis project.
ARST 48604	The BFA Thesis is defined by an independent thesis project, continuing for two semesters during the senior year. The thesis is a personal visual statement that is the culmination of a student's collective development within the department and can be the extension of an ongoing body of work or a defining project. A written statement defining the project, which is due at the end of the first senior semester, supports the thesis project. The thesis project culminates in the second senior semester with a thesis exhibition. The student signs up with a faculty member working in sculpture, who serves as an advisor for the thesis project.
ARST 63250	Required of all MFA candidates each semester. This team-taught seminar/critique meets each week to critique ongoing graduate student work and to discuss issues related to contemporary art practice.
ARST 63450	A team-taught seminar/critique that brings together all the photography faculty and graduate students in a weekly dialogue focusing on issues in contemporary art as they relate to student research. This course is required of all photography candidates each semester leading to and including the M.F.A. thesis year.
ARST 63650	This is a course required of all ceramic and sculpture MFA candidates during each semester leading to &amp; including the MFA thesis year. This team-taught seminar brings together all of the ceramic and sculpture faculty and graduate students in a weekly dialogue focusing on contemporary issues as they pertain to student research. Discussions originating from directed readings, art criticism and methods of conceptual presentation will address pertinent issues that help guide graduate students through the MFA program.
ARST 67272	Independent study in painting/drawing under the direction of an individual faculty member.
ARST 67472	Independent study in photography under the direction of an individual faculty member.
ARST 67571	Independent study in printmaking: research or creative projects. Open to graduate students with permission of the instructor.
ARST 67671	Independent study in sculpture: research or creative projects. Open to graduate students with permission of the instructor.
ARST 78706	Required of all nonresident graduate students who are completing their theses in absentia and who wish to retain their degree status.
ARST 78708	Independent research and writing on an approved subject under the direction of a faculty member. Required of candidates for the M.F.A. in art studio.
AS 10102	&quot;Heritage and Values of the United States Air Force,&quot; is a survey course designed to introduce students to the United States Air Force and provides an overview of the basic characteristics, missions, and organization of the Air Force.
AS 11102	"(AS11101 AS11102 AS21101 AS21102 AS31101 AS31102 AS41101 AS41102) - Leadership Laboratory (LLAB) is a dynamic and integrated grouping of leadership developmental activities designed to meet the needs and expectations of prospective Air Force second lieutenants and complement the AFROTC academic program. It is a student planned, organized, and executed practicum conducted under the supervision of the detachment commander and operations flight commander.  The focus LLAB objectives/activities are to promote the Air Force way of life and help effectively recruit and retain qualified cadets. This time is spent acquainting the cadets with basic Air Force knowledge and skills to help them determine whether they wish to continue with the AFROTC program.  As a complement to <a href=""/search/?p=AS%20200"" data-action=""result-detail"" data-group=""code:AS 200""  class=""notoffered"">AS 200</a> cadets will attend Field Training Preparation (FTP) directly before Leadership Laboratory.  The FTP objectives provide training to ensure every cadet is mentally and physically prepared for the rigorous field training environment."
AS 20102	&quot;Team and Leadership Fundamentals,&quot; focuses on laying the foundation for teams and leadership. The topics include skills that will allow cadets to improve their leadership on a personal level and within a team. The courses will prepare cadets for their field training experience where they will be able to put the concepts learned into practice. The purpose is to instill a leadership mindset and to motivate sophomore students to transition from AFROTC cadet to AFROTC officer candidate.
AS 21102	"(AS11101 AS11102 AS21101 AS21102 AS31101 AS31102 AS41101 AS41102) - Leadership Laboratory (LLAB) is a dynamic and integrated grouping of leadership developmental activities designed to meet the needs and expectations of prospective Air Force second lieutenants and complement the AFROTC academic program. It is a student planned, organized, and executed practicum conducted under the supervision of the detachment commander and operations flight commander.  The focus LLAB objectives/activities are to promote the Air Force way of life and help effectively recruit and retain qualified cadets. This time is spent acquainting the cadets with basic Air Force knowledge and skills to help them determine whether they wish to continue with the AFROTC program.  As a complement to <a href=""/search/?p=AS%20200"" data-action=""result-detail"" data-group=""code:AS 200""  class=""notoffered"">AS 200</a> cadets will attend Field Training Preparation (FTP) directly before Leadership Laboratory.  The FTP objectives provide training to ensure every cadet is mentally and physically prepared for the rigorous field training environment."
AS 30102	 &quot;Leading People and Effective Communication,&quot; teaches cadets advanced skills and knowledge in management and leadership. Special emphasis is placed on enhancing leadership skills and communication. Cadets have an opportunity to try out these leadership and management techniques in a supervised environment as juniors and seniors.
AS 31102	"(AS11101 AS11102 AS21101 AS21102 AS31101 AS31102 AS41101 AS41102) - Leadership Laboratory (LLAB) is a dynamic and integrated grouping of leadership developmental activities designed to meet the needs and expectations of prospective Air Force second lieutenants and complement the AFROTC academic program. It is a student planned, organized, and executed practicum conducted under the supervision of the detachment commander and operations flight commander.  The focus LLAB objectives/activities are to promote the Air Force way of life and help effectively recruit and retain qualified cadets. This time is spent acquainting the cadets with basic Air Force knowledge and skills to help them determine whether they wish to continue with the AFROTC program.  As a complement to <a href=""/search/?p=AS%20200"" data-action=""result-detail"" data-group=""code:AS 200""  class=""notoffered"">AS 200</a> cadets will attend Field Training Preparation (FTP) directly before Leadership Laboratory.  The FTP objectives provide training to ensure every cadet is mentally and physically prepared for the rigorous field training environment."
AS 40102	&quot;National Security Affairs/Preparation for Active Duty,&quot; is designed for college seniors and gives them the foundation to understand their role as military officers in American society. It is an overview of the complex social and political issues facing the military profession and requires a measure of sophistication commensurate with the senior college level. The final semester provides information that will prepare cadets for Active Duty.
AS 41102	"(AS11101 AS11102 AS21101 AS21102 AS31101 AS31102 AS41101 AS41102) - Leadership Laboratory (LLAB) is a dynamic and integrated grouping of leadership developmental activities designed to meet the needs and expectations of prospective Air Force second lieutenants and complement the AFROTC academic program. It is a student planned, organized, and executed practicum conducted under the supervision of the detachment commander and operations flight commander.  The focus LLAB objectives/activities are to promote the Air Force way of life and help effectively recruit and retain qualified cadets. This time is spent acquainting the cadets with basic Air Force knowledge and skills to help them determine whether they wish to continue with the AFROTC program.  As a complement to <a href=""/search/?p=AS%20200"" data-action=""result-detail"" data-group=""code:AS 200""  class=""notoffered"">AS 200</a> cadets will attend Field Training Preparation (FTP) directly before Leadership Laboratory.  The FTP objectives provide training to ensure every cadet is mentally and physically prepared for the rigorous field training environment."
ASIA 10154	Hindi is offered through the Less Commonly Taught Languages (LCTLs) Program at the Center for the Study of Languages and Cultures (CSLC). Class days and times are TBA and will be determined based on the availability of the students who have registered for the course. Days and times will be selected after all students have registered but before the add/drop period has finished. This course will be taught by a visiting scholar for whom Hindi is a native language. For more information, please visit the CSLC website (cslc.nd.edu) and select the &quot;Students&quot; tab.
ASIA 11203	This course is for learners who have completed Beginning Hindi I and II and builds on the foundations established there but focuses on aural and oral (listening and speaking) skills with limited reading/writing. This class is also intended for heritage learners who want to build confidence in their spoken Hindi skills--enhancing fluency, building vocabulary, and incorporating more complex sentence structures. Primary attention will be placed on listening comprehension and speaking/pronunciation. Repeatable for advanced learners.
ASIA 11204	This course is for learners who have completed Beginning Hindi I and II and builds on the foundations established there but focuses on written language skills (reading and writing) with limited speech-based language learning. This class is also intended for heritage learners who are confident in their spoken Hindi but need to become more proficient in the written language, including grammar and different registers. Primary attention will be placed on reading comprehension and writing/spelling. Repeatable for advanced learners.
ASIA 11205	This is a topics course that covers a variety of cultural learning lectures and discussions related to the Hindi language and the cultural groups who use Hindi as a primary language. Led by our visiting Fulbright instructor, participants will have the opportunity to gain authentic insights, perspectives, and experiences from a native Hindi speaker and Indian national. Conducted in English, no Hindi language proficiency required.
ASIA 17001	Special studies course for students interested in learning Hindi.
ASIA 20033	The Thousand and One Nights, also known as the Arabian Nights, is a collection of tales originated in the Arab lands that has become a masterpiece of world literature. These enchanting stories, framed by the tale of Scheherazade (or Shahrazad), have enjoyed a widespread and varied reputation over the centuries and across cultures. It is said that the Thousand and One Nights is the most read (or heard about) book in human history, second only to Bible. In this class, we will examine these stories from a variety of academic and cultural perspectives, taking advantage of the wealth of material available (both textual and audio-visual). We will examine issues of provenance: where did these stories originate and when? We will study the stories as literary texts as well as historical documents, asking what, if anything, they tell us about the cultures they reflect and the societies in which they are set. We will examine how these tales have been interpreted by later societies, both Arab and Western, and what those interpretations tell us about the interpreters. We will use this class and its content to introduce ourselves to the study of the Middle East, its languages, history, literature, and peoples. We will gain a better understanding of the analytical tools and techniques for the study and appreciation of literature in general.
ASIA 20055	This course examines the history of the Middle East from the late eighteenth century to the Arab uprisings of 2011. We will approach cultural, social, political and intellectual transformations in the Middle East. We will pursue a number of themes including engagements with modernity; reactions to Western colonial expansion; religious and secular reform movements; nationalism and revolution; changes in gender and family experiences; the Arab-Israeli conflict; the impact of oil and the Cold War; postcolonial state-building; the rise of political Islam and piety movements; globalization and economic disparities; and movements for democracy and social justice.
ASIA 20101	This course aims at introducing students to the history of the Arab world. Through a panoramic view encompassing twelve centuries of Arab history and culture, we look at all sides of this rich and venerable civilization: the beauty of the Alhambra and the great mosques, the importance attached to education, the achievements of Arab science—but also internal conflicts, widespread poverty, the role of women, and the contemporary Palestinian question. We explore how the religion of Islam created a far-flung Arab Muslim world that embraced lands reaching from the shores of the Atlantic to Iraq and the Indian Ocean. Each has its own geographical features and historical traditions, yet certain themes and experiences are common to all: the rise and spread of Islam, the growth of the Ottoman Empire, the expansion of European trade and empire, and in the last decades, the challenge of Islamic resurgence and integration into a new kind of world. We attempt at a clear and comprehensive interpretation of the paths of the Muslim religion, its divisions, its authorities and traditions, its current contradictory powers to unite and to divide. Throughout, social institutions and culture are intertwined with politics and economics. The texts we read in this class are studded with famous names from the past—Ibn Khaldun, al-Ghazali, and Ibn Sina (Avicenna); Saladin and ‘Abd al-Nasir (Nasser)—as well as with those of the recent memory—Hafiz al-Asad and Saddam Husayn; the Nobel Prize winner Najib Mahfuz, the cultural critic Edward Said and popular singer Umm Kulthum.
ASIA 20200	When India gained independence from British Rule in 1947, democracy was not expected to last in the heterogeneous and poor sub-continent. Yet, democracy has thrived in India for over 70 years. More recently, other South Asian countries have democratized. What explains this unexpected trend? Is there a connection between colonial legacies, international institutions and South Asian democratization successes (and failures)? After an overview of caste, religion and language in the region, this course explores South Asian politics by examining the historical and institutional development of democracy in India, Pakistan, Bangladesh, Nepal and Sri Lanka, including internal and external threats to democratic institutions. In particular, we will examine how the politics of accommodation and good institutional design have affected the persistence of democracy on the sub-continent, while also considering how non-state actors and international organizations have impacted outcomes. The course also takes a deep look at the degree to which findings from South Asia might be used in other parts of the world and relevant policy implications. 
ASIA 20203	This course introduces students to the field of social-cultural anthropology. Cultural anthropologists are primarily interested in exploring issues of human cultural diversity across cultures and through time. This course will explore key theoretical, topical, and ethical issues of interest to cultural anthropologists. We will examine diverse ways in which people around the globe have constructed social organizations (such as kinship, and political and economic systems) and cultural identities (such as gender, ethnicity, nationality, race, and class) and we will consider the impact of increasing globalization on such processes. Throughout the course we will consider how different anthropologists go about their work as they engage in research and as they represent others through the writing of ethnographies. 
ASIA 20300	What does it mean to be Korean? How are definitions of Korea and “Koreanness” affected by recent waves of globalization and migration? This course investigates the social construction of race and nationhood within the context of South Korea. While many believe South Korea to be ethnically and racially homogeneous, the country has increasingly opened up its borders to foreign migration to offset the adverse impact of its rapidly aging society. More than one in ten marriages in South Korea involves a foreign-born person today, and growing numbers of racially mixed people consider themselves Korean. In addition, members of the Korean diaspora have started to “return” to their country of origin in recent years, only to find that they are marginalized because of their culturally different backgrounds. This course introduces students to sociological theories of race, ethnicity, and nationhood by analyzing how South Koreans define self and Other. We will learn how racial and ethnic identities continue to evolve as the contexts of migration change. We will also learn why it is difficult for individuals of particular backgrounds to find a sense of belonging in the societies in which they live and work.
ASIA 20600	Understanding religious communities and their values are crucial to understanding human societies and global affairs. One particular group of interpreters of Islam, namely the traditional or orthodox religious scholars called the ulama and their institutions, are often hidden from contemporary accounts of Islam when in fact they are critical players. This course will provide historical contexts in order to explore how traditional Muslims navigate the discourses of modernity and how they resist it. We will read original texts in translation and secondary sources of descriptions of representatives of the orthodox tradition in regions of Asia, the Middle East and in the West. The course will pay particular attention to the institutions of learning known as madrasas, jami` and hawzas. Of course, the orthodox views are challenged by other Muslims and some of those debates will also be channeled in the class while the focus will remain on the Ulama. The course aims to equip students with analytical skills and the resources to understand how religious ideas impact religious communities and global affairs.
ASIA 20708	This class introduces students to the aims and methods of meditation with a particular emphasis on its Buddhist and Christian forms. It covers the stages of meditation in both traditions, their Scriptural foundations, and the wide variety of techniques used to attain contemplative states, including prayer, visualization, and the control of posture, breath, sleep, and dreams. Christian sources will include the Bible, St. Gregory of Nyssa, Evagrius Ponticus, St. John of Sinai, St. Dominic, St. Bonaventure, Gregory Palamas, St. Ignatius Loyola, St. Teresa of Avila, St. Seraphim of Sarov, and Pavel Florensky. Buddhist sources will include Tsongkhapa, the Fourteenth Dalai Lama, Lati Rinpoche, and other modern Tibetan authors. Special attention will also be given to recent debates about the Christian practice of yoga.
ASIA 30002	Many people predict that the 21st century will be the &quot;Asian Century,&quot; dominated by China, India, and other nation-states on the continent. What does it mean to imagine an Asian future? In this class, we answer this question by rethinking connections between past, present, and future, both within and between different nations in Asia. How can we better understand the global connections between past and present if we take Asia, rather than Europe and North America, as our starting point? By contextualizing contemporary issues in Asia within global social and historical context, students will learn to move beyond common stereotypes about the region. We will use materials from history, anthropology, religion, and literature to explore the impacts of colonialism, nationalism, and globalization on everyday life across the continent. Through this course, students will learn how to analyze the intersections of personal, local, regional, and global contexts in order to better explain how Asia shapes our world. All majors and backgrounds are welcome. No prior knowledge about Asian languages or topics is required. 
ASIA 30023	This interdisciplinary course offers a topical survey of the relationships between biological sex, culturally bound notions of &quot;masculinity&quot; and &quot;femininity,&quot; and the gendered body in the Islamic tradition. The primary aim of the course is to explore the intersection of religion and social constructions of gender and the body in a variety of historical and cultural contexts in the Muslim World. Students read and interpret religious texts and commentaries, literary and legal texts, women's writings, and media in English translation. Coursework focuses on increasing students' understanding of the diversity of scholarly views on women's bodies as sites of piety and sites of political and social contestation (reproductive rights, public vs. private space, etc.).
ASIA 30056	This course will provide advanced undergraduates and graduate students with a critical introduction to digital humanities for the study of early China, the fountainhead of Chinese Civilization. Collaborating with the Center of Digital Scholarship, this course will focus on relational data with structured information on historical figures, especially high officials, of early Chinese empires. Throughout the semester, we will read academic articles, mine data from primary sources, and employ Gephi and ArcGIS to visualize data. Those constructed data will cover three major themes: how geographical mobility contributed to consolidating a newly unified empire over diversified regions; how social networks served as the hidden social structure channeling the flow of power and talents; and how criminal records and excavated legal statutes shed light on the unique understanding of law and its relationship with the state in Chinese history.
ASIA 30094	India, Pakistan and Bangladesh account for more than a fifth of humanity: nearly two billion people in one of the most densely populated parts of the planet. South Asians speak more than a hundred languages, and represent most of the Hindus, Muslims, Sikh, Jains, and Zoroastrians in the world. The region;s major economy, India, is by itself among the ten largest economies and one of the fastest growing. Yet, there is much about South Asia that can be perplexing. Caste based violence remains widespread in a society that is fast modernizing; billionaires mushroom alongside widespread malnourishment; space missions are launched to Mars amidst vast numbers of illiterate and uneducated citizens; Bollywood thrives while freedom of expression is often under threat; religious fundamentalism exists alongside extraordinary religious pluralism; gay rights expand alongside the murders of atheist bloggers; a democratic government lives in fear of military overthrow; a society that has that has chosen women as heads of state also sees increasing reports of sexual crimes. This course will unravel these knots and explain the processes that gave rise to them. Beginning in the middle of the twentieth century, this course will progress chronologically and bring us to the present day via themes on politics, economy, society, and popular culture. It offers an understanding of contemporary India, Pakistan, and Bangladesh and their place on the global stage.
ASIA 30101	This lecture and discussion course on the religion, philosophy, and intellectual history of China that introduces the student to the world view and life experience of Chinese as they have been drawn from local traditions, as well as worship and sacrifice to heroes, and the cult of the dead. Through a close reading of primary texts in translation, it also surveys China's grand philosophical legacy of Daoism, Buddhism, &quot;Confucianism&quot; and &quot;Neo-Confucianism,&quot; and the later religious accommodation of Christianity and Islam. 
ASIA 30117	This class will survey the various historical and contemporary dimensions of Asian American experiences including immigration &amp; integration, family &amp; community dynamics, ethnic/gender/class identity, as well as transnational and diasporic experiences. We will explore contemporary and historical issues of racism, the model minority myth, inter-generational relationships, and the educational experiences of Asian Americans. To accomplish this, our class will pose such questions as: Who is Asian American? How did racism create Chinatown? Is there an Asian advantage? Coursework includes essays based on topics of your choice, presentations, and a creative narrative.
ASIA 30133	This course traces the history of Buddhism in the United States since the nineteenth century. After considering the history of Asian immigrants who brought Buddhism with them and American-born converts who embraced it here, we take some steps toward a cultural history of Buddhism in the US since 1945, analyzing the tradition's influence on other faiths and on politics, activism, fiction, poetry, painting, video art, film, music, architecture, martial arts, how-to literature, psychology, and medicine.
ASIA 30281	China has gone from international isolation to global superpower in record-breaking time. How has Beijing orchestrated its meteoric rise? How have US policies facilitated and hindered China's efforts to close the power gap? Does China's rise present a challenge to American hegemony and an attack on the U.S. constructed post-WWII order? Are the world's two most powerful states locked in a 'Thucydides Trap' destined for war? This course analyzes China's ascendance through international relations theories and practices.
ASIA 30315	What did it mean to be a man or a woman in Japan in the centuries before the modern era? How did conceptions of masculinity and femininity evolve under the influence of Buddhism and Confucianism, not to mention changes in the social order? Above all, how was gender performed when it came to matters of the heart? In this course, students will explore these issues, primarily through fiction and drama, but also through diaries, essays, and poetry.  The course is divided into three units. Unit 1 surveys the literature of the Imperial court from the 8th through the 12th centuries. We will begin with selections of love poetry from the Man'yoshu, Tales of Ise, and Kokinshu as background for Murasaki Shikibu's epic of courtly love, The Tale of Genji (ca. 1000 A.D.). Unit 2 focuses on plays from the Noh theater, which typically dramatize the problem of desire from a Buddhist perspective. In Unit 3, we will explore the issues of gender and sexuality in Ihara Saikaku's Five Women Who Loved Love (1685) and plays by Chikamatsu Monzaemon, such as The Love-Suicides at Amijima (1721). All materials are in English and no special knowledge of Japan or Japanese is required. Students will also read essays by Western scholars to acquire a critical perspective on the issues of gender and sexuality in specific texts.
ASIA 30340	This course provides an introduction to Korean culture and history through contemporary Korean films. Exploring Korean culture and history through films is recognized as an effective method which helps students understand the past events and interpret embedded messages from the periods as well as explore cinematic representations of past events. This course will guide students to an extensive understanding of modern and contemporary Korean history and thematic issues, including colonization by Japan and Korean nationalism until 1945, the division of the Korean peninsula and Korean War in the 1950s, rapid industrialization in the 1960s to 1980s, democracy and human rights in the 1980s to 1990s, social issues in the 2000s such as Korean diaspora, multiculturalism, inter-Korean confrontation and reconciliation, feminism, familism, cultural hybridity, Korean capitalism and social class. No prior acquaintance with the Korean language and history is required.
ASIA 30342	This course explores the major developments in Byzantium and the Eastern Mediterranean from the time of the crusades and the eastward expansion of the Italian naval powers until the rise of the Ottoman Empire to a new universal power unifying the Balkan Peninsula and Asia Minor under the rule of a Muslim sultanate. The encounter between Latin and Greek Orthodox Christians in the wake of the crusade led to political rivalries and religious discord, culminating in the Latin conquest of Constantinople during the Fourth Crusade of 1204. While the eastward expansion of Italian naval powers had already begun in the late eleventh century, it was mainly as a result of 1204 that Venice and, later on, Genoa became predominant political and economic factors in the Eastern Mediterranean, controlling much of the long-distance seaborne trade between Italy and the Syrian coast. The Anatolian Seljuk Turks initiated the gradual Turkification and Islamization of Asia Minor. In the thirteenth century, the Eastern Mediterranean endured increasing pressure from the Mongols and the Mamluk sultanate. One of the results of this development was the rise of the Ottoman principality to a leading political power incorporating large parts of the Balkan Peninsula and, in 1453, the city of Constantinople. We will discuss both socio-economic and political aspects of these developments.
