CHEM 60533,"This graduate course will cover measurement concepts and techniques, such as spectroscopy, separations, and electrochemical analysis, which form the fundamentals for graduate level research in the field. It is envisioned that this course will provide a basis for enabling further advanced study in specific measurement science topics. The goal of this course is to insure graduate students have an appropriate basis and thus accelerate engagement in the use of chemical instrumentation for multidisciplinary research."
CHEM 60560,"This graduate course will approach biological subjects with an intension of integrating them with chemistry in a seamless manner. Knowledge of biology at the freshman level and of one year of organic chemistry will be a pre-requisite.  This course is intended for graduate students aspiring to do studies at the interface of chemistry, biochemistry and biology. The course is also open to advanced undergraduates (senior level)."
CHEM 60610,Structure and reactions of organometallic compounds and applications to synthetic and catalytic reactions.
CHEM 60630,"Intermediate organic chemistry provides the foundation for the advanced physical organic and advanced synthetic organic chemistry courses for first year graduate students in all areas of concentration. Emphasis will be placed upon fundamental aspects of organic reactivity and structure including reactive intermediates, reaction mechanisms, stereochemical principles, conformational analysis, and molecular orbital theory."
CHEM 60631,"Covalent and non-covalent bonding in organic molecules, reactive intermediates and reaction mechanisms."
CHEM 60640,"The objective of this course is a survey of topics in applied mathematics relevant to graduate studies in the chemical and life sciences. Concepts from multi-variable calculus, linear algebra, ordinary differential equations, and probability and statistics will be covered. Practical application of mathematical methods from these areas will be emphasized. Examples from chemistry, biology, biochemistry, physics, and biophysics will be integrated throughout the course to motivate and illustrate the material."
CHEM 60641,"Foundations of statistical mechanics; canonical, microcanonical, and grand canonical ensembles; thermodynamic properties of chemical substances in terms of partition functions; chemical equilibrium; thermal radiation; quantum statistics; and chemical kinetics and the approach to equilibrium. "
CHEM 60649,"A survey of quantum mechanics at an intermediate level, oriented toward problems of chemical interest.   Relevant mathematical concepts are developed, including Dirac notation, matrix algebra, orthogonal functions, and commutator relations.  Topics covered include harmonic oscillators, central field problems, wave packets, angular momentum, and approximation methods."
CHEM 63603,Lectures by the faculty of the Department of Chemistry and Biochemistry.
CHEM 78599,Research and reading for master's students
CHEM 90616,"A survey of synthesis, structure (geometric and electronic), spectroscopy, dynamic properties, and reactivity of solid state compounds of the main group and transition metal elements."
CHEM 90625,"An investigation of the forces that drive intra- and inter-molecular recognition, including hydrophobicity, electrostatics, and configurational entropy.  Topics include the thermodynamics of protein folding and ligand binding and their relationships to chemical properties and three-dimensional structure; mathematical treatment of folding, binding, and linkage via partition functions; and the determinants of ligand binding specificity and kinetics.  Advanced theory supplemented with primary literature."
CHEM 90627,"This course number describes two different special topics, with two different instructors, foci and course goals. Please see section notes for details of each course and be careful to register for the appropriate section. "
CHEM 90648,Current topics in experimental and theoretical physical chemistry.
CHEM 90697,Reading and research on specialized topics that are immediately relevant to the student's interests and not routinely covered in the regular curriculum.
CHEM 93601,Lectures by invited speakers.
CHEM 93611,Lectures on the topic of inorganic chemistry.
CHEM 93621,Lectures on the topic of biochemistry.
CHEM 93635,Lectures on the topic of organic chemistry.
CHEM 93643,Lectures on the topic of physical chemistry.
CHEM 93651,"This course will consist of lectures on topics of chemistry, biochemistry, and biology focusing on interdisciplinary approaches to biomedical research.   Students present their research in a manner that others outside their field can understand, share future directions, and receive feedback and suggestions."
CHEM 98200,This course is a required course for graduate students who have completed 8 years of study.
CHEM 98698,Research and dissertation for resident doctoral students.
CHEM 98699,Research for visiting students.
CHEM 98700,Required of nonresident graduate students who are completing their dissertations in absentia and who wish to retain their degree status.
CHR 20228,"Many have claimed that the American educational system is the great equalizer. In other words, the educational system gives everyone a chance to prosper in American society regardless of their social origins. In this course, we will explore the validity of this claim. We will consider questions such as: 1) Does our educational system promote social mobility or social reproduction? 2) How has the relationship between race/ethnicity and educational performance changed in the last few decades? 3) How do social class and gender shape the kinds of educational experiences students have? 4) How does educational policy influence the kinds of experiences kids have in school? Can policy reduce inequality?"
CHR 30708,"What role does international law have in the advancement of human rights, and how does human rights, in turn, advance international law? This course introduces university students to the general system of modern international law (e.g. its norm-generating framework involving States and non-State actors; the roles of many State and non-State authoritative decision-makers in shaping expectations of peaceful, just, and responsible behavior in the international system; its varied constellation of dispute settlement courts and tribunals, alongside the prospects and limits of enforcing State compliance with international decisions), specifically viewed from the lens of historic global, regional, and domestic challenges to human dignity that influenced the first global codification of human rights norms under the United Nations' 1948 Universal Declaration of Human Rights, up to the present development of the current international system of protection for human rights. The course situates the framework of modern international law and civil, political, economic, social, and cultural human rights, using five examples of the historic, defining, and 'constitutionalizing moments' for the international system: 1) the international abolition of slavery; 2) the evolution from classical to modern international law in dismantling colonial empires to enshrine the self-determination of all peoples and the equality of sovereignty of all nations; 3) the outlawing of the aggressive use of force since 1929, towards the peaceful settlement of maritime and territorial disputes and the humanitarian rules applicable to armed conflict situations; 4) the establishment of international accountability of individuals and States for genocide, crimes against humanity and other human rights atrocities; and 5) the global regulation for sustainable use, shared protection, and intergenerational responsibility over natural resources (land, oceans, atmosphere, outer space)."
CHR 30709,"We are living through a watershed moment in United States history. Structural racism is at the forefront of the national discourse. Yet, the threat that racism holds on our nation's most cherished ideals of democracy and justice is hardly new. Generations of activists, scholars, and everyday people have fought and persevered to bring about social, cultural, and policy change.     This course engages deeply with topics relevant to the national discourse on racial and ethnic relations in the U.S. The first part of the course examines key concepts, focusing on the social construction of race and ethnicity, prejudice, and discrimination. The second part reviews the historical experiences of Native Americans, Latinos, Asian Americans, and African Americans. The third and final part of the course centers on four critical issues that are especially relevant in 2020: (1) immigration; (2) political disenfranchisement; (3) racial and ethnic disparities in health; and (4) racism in the criminal justice system."
CHR 30711,"In June 2020, prompted by the horrific killings of George Floyd, Ahmaud Arbery, and Breonna Taylor, our nation awakened to the brutality of institutional racism and the violence to human dignity it has wrought in communities of color throughout America's history.  The movement for racial justice was renewed in vigor with nationwide protests and calls for action.  Although the protests of 2020 have largely been a response to a crisis surrounding police violence, the calls to action have focused attention on the breadth of systemic racism in all facets of American life. In this course, students will engage weekly with a single event or concept, drawn from a variety of disciplines, necessary to understand and dismantle systemic racism.  The course centers around a weekly guest-lecture series featuring authors, public intellectuals, faith leaders, and external and internal members of the academy.  In each class period, the guest expert provides a sophisticated introduction to a discrete racial justice topic.  Some lectures address historical events not widely known (e.g., the Tulsa massacre or the arrival of the first slave ship in the Americas in 1619); others address current racial inequities (e.g., the wealth gap, health outcomes, criminal justice, voter suppression); still others examine broad concepts (e.g., intersectionality, Catholic teaching on racism).  Specific topics to be determined by expert availability.  Students prepare for the sessions by researching the speaker or topic and preparing thoughtful questions to be posed during the guest's visit.  Students also participate in at least two small group discussions and, at the conclusion of the semester, are required to produce a short reflective writing piece.  The entire course will be offered via zoom for all participants."
CHR 30717,"While there is a wealth of academic work on race, racism, and anti-racism in the domestic realm, there is less attention to them in the international context. This is unfortunate, because they cannot be domestically confined. United Nations resolutions against racism, debates about whether the International Criminal Court is racially biased, and the global wave of anti-racist protests in 2020 are a few examples. This course examines race in the international context, exploring how it affects, is affected by, and is intertwined with central topics in international relations, including human rights, war and peace, foreign policy, international law and international organizations. "
CHR 30718,"This seminar will provide an overview of and  framework to understand the global refugee crisis. We will trace the evolution of international refugee law and policy dealing with this ever-growing population. Central are the ethical challenges that refugees pose for the international community. What is the nature of our collective obligation to refugees? What determines the extent of this obligation? Through a series of legal and sociological case studies, students will also grapple with the social, legal , political and ethical challenges posed by humanitarian intervention on behalf of refugees and the often unintended consequences of such policies. How do the different models for dealing with refugee resettlement affect the life chances of refugees? This project-based course will pair students with a refugee community to address a pressing social concern."
CHR 30730,"This course will devote the first part of the semester to establishing an account of the historical roots of the current affordable housing crisis in the United States, paying particular attention to the local Michiana context. It will also introduce students to the housing “continuum of care” in the City of South Bend, noting the various institutional and governmental agencies currently involved in addressing housing needs as well as the gaps in coverage, e.g. the need for a permanent low-barrier intake center.   The second part of the course will involve community engagement as students begin to pursue specific research projects. Students will have the opportunity to network with area housing agencies and local government entities and research best practices in other urban areas. During this segment of the course, students will engage with experts in the field, both virtually and in person.  This work will lead into their own constructive proposals for a concrete contribution to meeting the current low-income and supportive housing needs locally, regionally, and/or nationally.  All these signs of the times will be held in conversation with Catholic social teaching, exploring  the concept of housing as a human right and duty in service of the common good."
CHR 30731,"Disability has long been constructed as the opposite of higher education. Universities are places that valorize, even demand, physical and intellectual ability. Disability, in turn, is often seen as something that does not fit within a university context, a problem that must be fixed. This antithetical relationship between disability and the university is rooted in history—eugenical curriculums, research programs that study disabled people—but it continues today. Despite a growing focus on diversity in university admissions and populations, disabled students enter higher education at a lower rate than non-disabled students and are less likely to graduate. In addition, universities perpetuate cultures of ableism in both faculty and students by prioritizing ability, perfection, and achievement. This course interrogates the relationship between disability and higher education with a special focus on our university, Notre Dame. Students will be introduced to fundamental principles in disability studies; explore the place of disability in higher education; and, drawing on scholarship in critical university studies, consider intersections between ableism, racism, and sexism in university contexts. Students will also think and learn about what inclusive and accessible education might look like. The course will conclude with a student-driven project designed to increase access, inclusiveness, and awareness about ableism and disability at Notre Dame."
CHR 30732,"Food access, equity and justice should be of great importance to everyone. Consistently there has been political, economic, geographic and flawed distribution supply chains within the domestic food system. This interdisciplinary course will utilize digital humanities tools and platforms for students to express their research interests. We will analyze the impact that human actions have on foodways, or the social, cultural, and economic practices of producing and consuming food in relation to race, equity and access, historically and currently. We will explore alternative courses of action toward viable, ethical, and antiracist solutions to questions about sustainable farming, global economic inequality, and hunger. Throughout the semester, participants will use the lens of race and ethnicity to study and discuss how these two concepts affect access to agricultural land, foodstuffs/foodways, environmental justice and nature."
CHR 30733,"In 2023, it is difficult to avoid the language of antiracism, and harder still to discern its politics. Is racism a matter of structure or intention? Culture or economics? What does racial justice look like? And what exactly are those structures anyways? Moving from the civil rights movement of the 1960s to the George Floyd Uprisings of 2020, this course introduces students to the history behind a freighted term. We will read classic and contemporary texts of antiracism, tracking how American activists, politicians, artists, and scholars wrestled with these questions in the twilight years of the welfare state, mass industry, and securely waged employment. "
CHR 33702,"In June 2020, prompted by the horrific killings of George Floyd, Ahmaud Arbery, and Breonna Taylor, our nation awakened to the brutality of institutional racism and the violence to human dignity it has wrought in communities of color throughout America's history.  The movement for racial justice was renewed in vigor with nationwide protests and calls for action.  Although the protests of 2020 have largely been a response to a crisis surrounding police violence, the calls to action have focused attention on the breadth of systemic racism in all facets of American life. In this course, students will engage weekly with a single event or concept, drawn from a variety of disciplines, necessary to understand and dismantle systemic racism.  The course centers around a weekly guest-lecture series featuring authors, public intellectuals, faith leaders, and external and internal members of the academy.  In each guest-lecture class period, the guest expert provides a sophisticated introduction to a discrete racial justice topic.  Some lectures address historical events not widely known (e.g., the Tulsa massacre or the arrival of the first slave ship in the Americas in 1619); others address current racial inequities (e.g., the wealth gap, health outcomes, criminal justice, voter suppression); still others examine broad concepts (e.g., intersectionality, Catholic teaching on racism).  Specific topics to be determined by expert availability.  This three-credit version of the course is designed for students who are interested in a more intensive study of each week's topic.  Students will participate in once-weekly in-person seminar sessions with readings to accompany the speaker and topic for the week.  Following each guest lecture, students will gather briefly via zoom to reflect and respond.  Throughout the course of the semester, students will compose a variety of short papers, lead classroom discussions, and complete a final project incorporating independent research on related topics."
CHR 60700,"In June 2020, prompted by the horrific killings of George Floyd, Ahmaud Arbery, and Breonna Taylor, our nation awakened to the brutality of institutional racism and the violence to human dignity it has wrought in communities of color throughout America's history.  The movement for racial justice was renewed in vigor with nationwide protests and calls for action.  Although the protests of 2020 have largely been a response to a crisis surrounding police violence, the calls to action have focused attention on the breadth of systemic racism in all facets of American life. In this course, students will engage weekly with a single event or concept, drawn from a variety of disciplines, necessary to understand and dismantle systemic racism.  The course centers around a weekly guest-lecture series featuring authors, public intellectuals, faith leaders, and external and internal members of the academy.  In each class period, the guest expert provides a sophisticated introduction to a discrete racial justice topic.  Some lectures address historical events not widely known (e.g., the Tulsa massacre or the arrival of the first slave ship in the Americas in 1619); others address current racial inequities (e.g., the wealth gap, health outcomes, criminal justice, voter suppression); still others examine broad concepts (e.g., intersectionality, Catholic teaching on racism).  Specific topics to be determined by expert availability.  Students prepare for the sessions by researching the speaker or topic and preparing thoughtful questions to be posed during the guest's visit.  Students also participate in at least two small group discussions and, at the conclusion of the semester, are required to produce a short reflective writing piece.  The entire course will be offered via zoom for all participants."
CLAS 13186,Introduces first-year students to the study of classical literature on a comparative basis with readings from Greco-Roman literature.
CLAS 20202,"We will use ancient sources, material evidence and modern scholarship to attempt and reconstruct the first seven centuries of Roman history, broadly speaking, from the foundation of Rome (and the murder of Remus) to the murder of Julius Caesar and the civil war. Throughout the course, we will ask two main questions: how did the Romans manage to transform their small town into a world power in a few centuries? That is, why did the Romans, and not any other people, manage to conquer and unify the entire Mediterranean? Secondly, we will discuss the political, social and cultural consequences of this transformation. These questions exercised the Romans themselves, and some of the responses they gave will be considered in light of current scholarship. Within a broad chronological framework, we will also discuss aspects of daily life in ancient Rome: what was life like for normal people, including women and slaves, in the Roman Republic? And how was the majority of the people affected by historical change?"
CLAS 20350,"Do you feel restless? Are you searching for an answer to the meaning of your life? The ancient Greeks and Romans asked themselves questions like these all the time. Their desire for happiness led to the creation of many heroes and heroines, from the warlike Achilles to the cunning Odysseus, and from the witch Medea to the pious Aeneas who rejects the love of the beautiful Dido. All of them had a relatively quiet life until the point that they chose to give up their comforts and reject their complacency: from that moment they became heroines and heroes, since, as Joseph Campbell argued, a hero or a heroine is someone who has given his or her life to something bigger than oneself. Most of these characters are still famous today. For instance, when George Lucas started the Star Wars Trilogies, he decided to model Luke Skywalker on the life of the ancient heroes Odysseus and Aeneas. In this class, ancient texts and recent movies will introduce us to the lives of these ancient heroes and heroines, from Achilles to Captain America and Wonder Woman. By studying these special characters we will come to understand their ideals and ambitions, and compare them to our own ideals and ambitions. Are you more fascinated by Achilles' desire for immortal glory on the battlefield, or by Aeneas' decision to obey to the will of the gods, regardless of the sacrifice that this implies? This class will raise this and similar questions. Moreover, in their struggle for fulfillment, some of these heroes, like Jason, did not reach the glory they wanted: by reading about their spectacular defeats, we will also reflect on the challenge of suffering our failures and learning from them. Finally, in the last third of the class, we will compare these heroes and heroines with contemporary heroes, namely Western heroes, Star Wars Heroes and Heroines, and a selection of the Avengers. For example, Iron Man's fight against Obadiah Stane will be taken as a contemporary re-enactment of the competition between Odysseus' cunning and Achilles' physical violence. As the Austrian psychoanalyst Otto Rank once said, everyone is a hero or heroine in birth. If you desire to discover this vocation of yours, and reflect on different paradigms of success and fulfillment, I warmly invite you to join this class."
CLAS 22202,"A weekly discussion group required for those registered for CLAS 20202, History of Rome I: the Republic."
CLAS 22350,"A weekly discussion group required for those registered for CLAS 20350, Ancient Heroes."
CLAS 30360,"Rhetoric occupied a prominent place in the democracy of the Athenians and in the republican era of Roman history.  This course examines the theory, practice and context of ancient rhetoric, and pays special attention to developments caused by radical changes in the political character of the Athenian and Roman civic communities.  Representative readings from Greek and Roman orators and writers on rhetorical theory."
CLAS 40304,"This course provides an in-depth introduction to the archaeology of ancient Greece, from the Bronze Age to the Early Classical Period (from the 16th to 5th century B.C.). The survey of material culture spans the ancient Aegean and traces its settlement formation and development, beginning with the Minoan and Mycenean civilizations. It explores Archaic and Classical Greece and introduces students to the analysis and interpretation of archaeological sites, monuments, artifacts and art, including the Panhellenic sanctuaries of Olympia and Delphi, and the Athenian Acropolis in the age of Pericles. Students learn how to evaluate the material culture of ancient Greece on the basis of historical and social context. In addition to exploring architecture, coins, inscriptions, sculpture, paintings, ceramics and other ancient material, students also consider the methods, results, and theory of archaeological research, in the areas of field excavation and intensive surface survey. Through the material record, the course attempts to reconstruct what life might have been like in ancient Greece."
CLAS 46801,Individual or small group study under the direction of a departmental faculty member.
CLAS 50102,"In this course, a student works one-on-one with their thesis advisor on bibliography, conceptualization, written drafts, and other tasks specific to the student's thesis project.  Students are expected to meet every two weeks with their advisor during the fall term.  Students need the instructor's consent in the spring of their junior year to sign up for this fall semester course.  Student and advisor should together agree on whatever summer work needs to be done before the start of fall classes in order to have a proposal and bibliography ready to write the thesis in the fall semester. This course normally is taken in tandem with the senior thesis writing workshop (CLAS 50101) in the fall."
CLAS 60036,"Neoplatonic philosophy is one of the or maybe even the most influential intellectual movement in Late Antiquity, the Middle Ages and into modern times. Neoplatonic ideas shaped philosophical, theological, mystical and literary texts and art and architecture. The course will study a wide range of Neoplatonic texts and of texts inspired by Neoplatonism from Antiquity into the Middle Ages, including the Byzantine, Latin and Arabic tradition. As the intellecutal basis of the course, we will first study pagan Neoplatonism in late Antiquity. We will focus mainly on the founder of Neoplatonism Plotinus who transforms Platonic thought and combines it with Aristotelean ideas without neglecting Stoic input as well. Later developments in Neoplatonism will be dicussed as well, since they are the basis of Christian transformations of Neoplatonism (e.g. Porphyry, Proclus). Then we will move to the first Christian transformations of Neoplatonic thought in late Antiquity, especially Dionysius the Areopagite, but also Boethius and Augustine. After a briefer detour to Neoplatonism in Byzantium we will focus on the neoplatonic traditions in the Middle Ages, focusing especially on the first translations of Dionysius the Areopagite and his reception in philosophy, theology, mysticism and art. Furthermore, we will take a look at the Arabic tradition.Topics dicussed in the course will include: 1) The Good, the One and God; 2) Intellect; 3) Soul; 4) Self, person, self-consciousness; 5) the intelligible realm and the visible world; 6) body; 7) matter 8) evil; 9) freedom; 10) the ascent of the soul and the union with the divine; 11) art and its anagocial powerMost texts will be read in translation, but we will also look at selected passages in Greek or Latin (for those who read these languages; they are not a requirement for the course).The course is by design a graduate course, but could be opened to well-qualified undergraduates."
CLAS 60304,"This course provides an in-depth introduction to the archaeology of ancient Greece, from the Bronze Age to the Early Classical Period (from the 16th to 5th century B.C.). The survey of material culture spans the ancient Aegean and traces its settlement formation and development, beginning with the Minoan and Mycenean civilizations. It explores Archaic and Classical Greece and introduces students to the analysis and interpretation of archaeological sites, monuments, artifacts and art, including the Panhellenic sanctuaries of Olympia and Delphi, and the Athenian Acropolis in the age of Pericles. Students learn how to evaluate the material culture of ancient Greece on the basis of historical and social context. In addition to exploring architecture, coins, inscriptions, sculpture, paintings, ceramics and other ancient material, students also consider the methods, results, and theory of archaeological research, in the areas of field excavation and intensive surface survey. Through the material record, the course attempts to reconstruct what life might have been like in ancient Greece."
CLAS 63019,"This graduate-level ancient history seminar offers an in-depth study of the Greek world during the Hellenistic and Roman periods, from 323 BCE to 180 CE. Topics include the political, social, economic, and military organization of various states and regions; developments in literary and artistic production; and interactions between the various peoples of the Mediterranean basin, including Greeks, Romans, Jews, Egyptians, and others. Sources will mostly be read in translation, but students will be expected to utilize their Greek (and Latin) reading skills."
CLAS 63500,"An introduction to methods and areas of research in the field of Greek and Roman studies, including Archaeology, Epigraphy, Numismatics, Lexicography, Linguistics, Metrics, Rhetoric, History, Philosophy, Manuscripts, Textual Transmission and Art History.  Team taught. "
CLAS 66801,Individual or small group study under the direction of a faculty member.
CLAS 78596,For students doing thesis work for a research master's degree.
CLAS 78599,For students doing thesis work for a research master's degree.
CLGR 10001,"This two-semester sequence of courses introduces students to the language of the ancient Greeks for the first time.  It emphasizes the fundamentals of ancient Greek grammar and vocabulary, and prepares students to read original Greek texts.  An appreciation for ancient Greek culture is also fostered through secondary readings and class discussion."
CLGR 20003,"This second-year language course builds on the work of Beginning Greek I and II. It combines a review of grammar with careful reading of classical Greek authors such as Homer and Plato. The course improves students' translating skills, introduces methods for studying Greek literature in its historical and cultural contexts, and prepares students for more advanced work in the rich literature of the ancient Greeks. Offered every semester.  "
CLGR 30050,"This course offers readings in a wide variety of Greek texts from the Hellenistic and Roman imperial periods. It is designed to build upon Intermediate Greek, further improving students' knowledge of Greek vocabulary, morphology, and syntax. After completing this course students will have reached an advanced level of reading proficiency in ancient Greek.  Authors to be read include, among others, Philo, Josephus, Plutarch, Pausanias, Lucian, Dio Chrysostom, Clement of Alexandria, Origen, Eusebius, Julian, and Libanius. Books of the Septuagint and the New Testament may also be read. The aim of the course is to show students the literary culture in which Judeo-Christian literature developed and of which it came to form a part.  This course may fulfill the Greek requirement for graduate students in Theology.  Please consult your advisor."
CLGR 40510,"This survey of archaic and classical Greek literature traces the development of the major genres and literary movements from Homer to Plato. We shall read in Greek selections from the major texts of epic, lyric, tragedy, comedy, historiography, oratory, and philosophy. Additional readings will include other Greek literary works and a sampling of the most important scholarly studies. This course will also introduce students to scholarly interpretation and scholarly methods in the literary and cultural criticism of Greek literature."
CLGR 46801,Individual or small group study under the direction of a departmental faculty member.
CLGR 60001,"This two-semester sequence of courses introduces graduate students to the language of the ancient Greeks for the first time.  It emphasizes the fundamentals of ancient Greek grammar and vocabulary, and prepares students to read original Greek texts.  An appreciation for ancient Greek culture is also fostered through secondary readings and class discussion.  CLGR 60001 is offered each fall semester and CLGR 60002 is offered each spring semester.  (Both courses are offered in the Summer term.)"
CLGR 60003,"This second-year language course builds on the work of Beginning Greek I and II. It combines a review of grammar with careful reading of classical Greek authors such as Homer and Plato. The course improves students' translating skills, introduces methods for studying Greek literature in its historical and cultural contexts, and prepares students for more advanced work in the rich literature of the ancient Greeks. Offered each fall semester."
CLGR 60050,"This course offers readings in a wide variety of Greek texts from the Hellenistic and Roman imperial periods. It is designed to build upon Intermediate Greek, further improving students' knowledge of Greek vocabulary, morphology, and syntax. After completing this course students will have reached an advanced level of reading proficiency in ancient Greek.  Authors to be read include, among others, Philo, Josephus, Plutarch, Pausanias, Lucian, Dio Chrysostom, Clement of Alexandria, Origen, Eusebius, Julian, and Libanius. Books of the Septuagint and the New Testament may also be read. The aim of the course is to show students the literary culture in which Judeo-Christian literature developed and of which it came to form a part.  This course may fulfill the Greek requirement for graduate students in Theology.  Please consult your advisor."
CLGR 60510,"This survey of archaic and classical Greek literature traces the development of the major genres and literary movements from Homer to Plato. We shall read in Greek selections from the major texts of epic, lyric, tragedy, comedy, historiography, oratory, and philosophy. Additional readings will include other Greek literary works and a sampling of the most important scholarly studies. This course will also introduce students to scholarly interpretation and scholarly methods in the literary and cultural criticism of Greek literature."
CLGR 66801,Individual or small group study under the direction of a departmental faculty member.
CLLA 10001,"This Latin course initiates a two-semester sequence that introduces students to the language and culture of the ancient Romans. It emphasizes the fundamentals of Latin grammar and vocabulary, and prepares students to read original Latin texts. During the academic year, this course is taught as a hybrid course; a significant portion of the learning will be done by students working independently online. A deeper appreciation for English grammar and ancient Roman culture will be fostered through class discussion and attentive reading. This course is offered every semester."
CLLA 10002,"This two-semester sequence of courses introduces students to the language of the ancient Romans for the first time. It emphasizes the fundamentals of Latin grammar and vocabulary, and prepares students to read original Latin texts. An appreciation for ancient Roman culture is also fostered through secondary readings and class discussion."
CLLA 20003,"This second-year language course builds on the work of Beginning Latin I and II.  It combines a review of grammar with careful reading of classical Latin authors such as Cicero and Ovid.  The course improves students' translating skills, introduces methods for studying Latin literature in its historical and cultural contexts, and prepares students for more advanced work in the sophisticated literature of the ancient Romans.  Offered every semester."
CLLA 20500,"In this intermediate-level Latin course, students will study the literature and culture of the reign of Nero (AD 54-68), the last of the Julio-Claudian emperors and one of the most notorious figures in all of Roman history. Readings will focus on: 1) the philosophical writings of Seneca the Younger, Nero’s tutor and political advisor; 2) the picaresque novel Satyricon by Petronius, a member of Nero’s court. In the process, students will strengthen their skills in translation and stylistic analysis of Latin prose. This course ultimately prepares students for advanced study in Latin prose literature."
CLLA 30014,"Recommended for students who have completed CLLA 20003 or equivalent. Marcus Tullius Cicero (106-44 BC) was the most accomplished orator of the Roman Republic. This course offers close reading of select speeches of Cicero.  The art of persuasion was an essential requirement for success in Roman public life, and no one was more persuasive than Cicero. The flexibility and complexity of Cicero's grammatical expression, the range of his styles, and the political contexts in which his speeches were delivered are all  given careful treatment."
CLLA 40016,"This class surveys the development of Christian Latin language and literature from their origins through Late Antiquity and the early Middle Ages. It introduces students to the various important linguistic, stylistic and literary influences that contributed to Christian Latin poetry and prose. Students will also be introduced to the varieties of Christian Latin texts and the bibliographical and research skills needed to pursue research into these texts. All along we will be concerned to improve our abilities to read and understand the Latin of the tradition that stretches from the first translations of scripture to the treatises of Jerome and Augustine. The survey of Medieval Latin language and literature in the spring semester follows and builds upon this course."
CLLA 40043,"This advanced course introduces students to Latin comic drama.  Comic plays were a popular attraction at Roman religious festivals, and Rome produced two outstanding comic writers of completely opposite temperament, the boisterous and broad Plautus, and the wry and elegant Terence.  Both continue to influence Western dramatic forms.  Readings from Plautus and Terence reveal the conventions of comic drama and its use as a distinctive instrument to reflect upon the concerns of Roman life."
CLLA 46801,Individual or small group study under the direction of a departmental faculty member.
CLLA 60001,"This Latin course initiates a two-semester sequence that introduces students to the language and culture of the ancient Romans. It emphasizes the fundamentals of Latin grammar and vocabulary, and prepares students to read original Latin texts. During the academic year, this course is taught as a hybrid course; a significant portion of the learning will be done by students working independently online. A deeper appreciation for English grammar and ancient Roman culture will be fostered through class discussion and attentive reading. This course is offered every semester."
CLLA 60002,"This two-semester sequence of courses introduces students to the language of the ancient Romans for the first time. It emphasizes the fundamentals of Latin grammar and vocabulary, and prepares students to read original Latin texts. An appreciation for ancient Roman culture is also fostered through secondary readings and class discussion."
CLLA 60003,"This second-year language course builds on the work of Beginning Latin I and II.  It combines a review of grammar with careful reading of classical Latin authors such as Cornelius Nepos and Ovid.  The course improves students' translating skills, introduces methods for studying Latin literature in its historical and cultural contexts, and prepares students for more advanced work in the sophisticated literature of the ancient Romans.  Offered each fall semester."
CLLA 60014,"(Recommended for students who have completed CLLA 20003 or equivalent) This third-year course builds on the work of CLLA 20003 and CLLA 20004, and offers close reading of select speeches of Rome's greatest orator, Cicero.  The art of persuasion was an essential requirement for success in Roman public life, and no one was more persuasive than Cicero. The flexibility and complexity of Cicero's grammatical expression, the range of his styles, and the political contexts in which his speeches were delivered are all given careful treatment.  The course prepares students for advanced offerings in Latin prose, especially Latin CLLA 40024, CLLA 40034, and CLLA 40054."
CLLA 60016,"This class surveys the development of Christian Latin language and literature from their origins through Late Antiquity and the early Middle Ages. It introduces students to the various important linguistic, stylistic and literary influences that contributed to Christian Latin poetry and prose. Students will also be introduced to the varieties of Christian Latin texts and the bibliographical and research skills needed to pursue research into these texts. All along we will be concerned to improve our abilities to read and understand the Latin of the tradition that stretches from the first translations of scripture to the treatises of Jerome and Augustine. The survey of Medieval Latin language and literature in the spring semester follows and builds upon this course."
CLLA 60043,"This advanced course introduces students to Latin comic drama.  Comic plays were a popular attraction at Roman religious festivals, and Rome produced two outstanding comic writers of completely opposite temperament, the boisterous and broad Plautus, and the wry and elegant Terence.  Both continue to influence Western dramatic forms.  Readings from Plautus and Terence reveal the conventions of comic drama and its use as a distinctive instrument to reflect upon the concerns of Roman life."
CLLA 60120,"This course will train students in the forensic approaches to the medieval manuscript book as a physical artifact. Students will learn to collect and interpret codicological data (e.g., collation, layout, decoration, distribution of scribal labor, book bindings, provenance, etc.). These skills will culminate in the ability to generate analytical manuscript descriptions and to integrate them into a larger research program. Specific treatment will be given to problematic genres of manuscripts such as Bibles, liturgical and music manuscripts, calendars, books of hours, legal texts, and fragments. In addition to the acquisition of codicological skills, students will learn to identify texts and develop a command of the secondary resources and bibliographic reference materials essential to the critical study of manuscripts. Students will work extensively with the medieval manuscripts in the collections of the Hesburgh Library and acquire plenty of hands-on experience. Pre-requisites: Students must be proficient in Latin; a previous course in Latin paleography is not required, but recommended."
CLLA 60500,"In this intermediate-level Latin course, students will study the literature and culture of the reign of Nero (AD 54-68), the last of the Julio-Claudian emperors and one of the most notorious figures in all of Roman history. Readings will focus on: 1) the philosophical writings of Seneca the Younger, Nero’s tutor and political advisor; 2) the picaresque novel Satyricon by Petronius, a member of Nero’s court. In the process, students will strengthen their skills in translation and stylistic analysis of Latin prose. This course ultimately prepares students for advanced study in Latin prose literature."
CLLA 66801,Individual or small group study under the direction of a departmental faculty member.
